"Premises","Hypothesis","GoldLabel"
"(A man in a white t - shirt; is grilling; L:outdoors) ||| (A man in a blue t - shirt; is grilling; L:outdoors)","the man shoveled snow","contradiction"
"(A man; is wearing; playing cricket) ||| (A man; is wearing; white cricket)","There is a man in this picture.","entailment"
"(An elderly man; poses; L:in a blue shorts) ||| (An elderly man; poses; L:in a blue shirt)","A naked old man.","contradiction"
"(A man; is speaking; into a stand microphone) ||| (A man; is holding; a guitar)","A man on stage at a concert hall.","neutral"
"(hands; drawn; L:across the front) ||| (A woman; consisting; of hands) ||| (A woman; is dressed; in a homemade top)","Woman wearing clothes she made","entailment"
"(A little girl; is looking; into a lens) ||| (A little girl; is squinting; )","A boy is walking.","contradiction"
"(A white dog; is running; on the grass) ||| (A brown dog; is running; on the grass)","The dog is chasing a ball across the yard.","neutral"
"(A smiling young woman; walks; through a park) ||| (A smiling young woman; holds; a video camera)","The woman is hispanic.","neutral"
"(a blue shirt; is wearing; a blue helmet) ||| (a young boy in jeans; is wearing; a blue helmet)","The boy is wearing protective head gear.","entailment"
"(A girl; playing; the violin; T:at the same time) ||| (A girl; sitting; on a chair)","A girl plays a flute.","contradiction"
"(a cane; walks; away from an outdoor flower shop) ||| (A older man with a white golf cap; walks; away from an outdoor flower shop) ||| (A older man with a white shirt; walks; away from an outdoor flower shop)","An older man does a handstand inside an indoor flower ship.","contradiction"
"(Two women; wearing; white hats) ||| (Two women; wearing; dark uniforms) ||| (Two women; are standing; close to each other)","Two women in bathing suits are talking to each other.","contradiction"
"(A group of cycles; clog; a street) ||| (A group of buses; clog; a street) ||| (A group of cars; clog; a street)","they are performing a heist","neutral"
"(a railing; enjoying; the view) ||| (An older woman in sunglasses; leaning; on a railing)","An old woman is leaning against a rail looking at something.","entailment"
"(A tan dog; jumping; L:in the air; L:in a grassy area; L:in front of a fence) ||| (A black dog; jumping; L:in the air; L:in a grassy area; L:in front of a fence)","A dog is sleeping in the grass next to a fence.","contradiction"
"(woman; dressed; in black posing; for a picture) ||| (A man; dressed; in black posing; for a picture)","The man and woman are getting ready for a formal dinner.","neutral"
"(A little boy; has fallen; asleep; L:on a pacifier in his mouth) ||| (A little boy; has fallen; asleep; L:on a miniature sofa)","A boy waiting for his parents to get home from the movies.","neutral"
"(A group of people; to be tilling; the ground; L:in front of a couple of thatch roof huts) ||| (A group of people; appear; )","A beautiful picture of people cultivating Mars.","contradiction"
"(two adults; play; the tuba; T:During a small summer celebration) ||| (two adults; play; the flute; T:During a small summer celebration)","At a party at the beach, there are two humans playing in a band.","neutral"
"(a teenager; sitting; on a bench) ||| (A man; shaking; the hand of a teenager)","Two people are interacting while sitting on a bench.","entailment"
"(a certain piece of fabric; suspended; L:above him) ||| (A tailor; uses; a long pole; to search for a certain piece of fabric)","The tailor is very short.","neutral"
"(Trolley bus; stopped; L:at pedestrian crosswalk) ||| (Trolley cars; stopped; L:at pedestrian crosswalk)","The city public transportation systems stop at crosswalks.","entailment"
"(others; seated; along the perimeter) ||| (Kids of various ages; are standing; in a room; with others)","There are teenagers standing in the room","neutral"
"(Three people; having; a good time) ||| (Three people; drinking; )","People having fun.","entailment"
"(a little girl; are playing; with pebbles on the beach) ||| (A little boy; are playing; )","There are children at the beach.","entailment"
"(A toddler in a gray fleece; inspects; a bug) ||| (A toddler in a multicolored hat fleece; inspects; a bug)","The toddler is asian.","neutral"
"(Woman with gold boots; is looking; at camisoles) ||| (Woman with gold boots; is looking; at pantyhose)","A woman is barefoot.","contradiction"
"(An older man in bib overalls; stands; in his brightly lit workshop) ||| (An older man in flannel overalls; stands; in his brightly lit workshop)","The older man is talented.","neutral"
"(an infant; being held; by the male) ||| (A couple; sitting; next to a pond; with a nearby stroller) ||| (A couple; being held; by the male)","A man holds his niece while sitting next to his girlfriend.","neutral"
"(A lone musician in black; playing; singing into a microphone) ||| (A lone musician in black; playing; an acoustic guitar; into a microphone) ||| (A lone musician in black; is; on stage)","A musician is performing with his band.","neutral"
"(a car; carrying; a bouquet of flowers) ||| (A bride; coming; out of a car)","A bride arriving at her wedding venue on her wedding day.","neutral"
"(their father; are swimming; L:in a public pool) ||| (Two children; are swimming; L:in a public pool)","A family is swimming in a pool.","entailment"
"(a brown dog; are running; towards camera) ||| (A black dog; are running; towards camera)","There are two dogs.","entailment"
"(A man in a top hat; speaks; L:at a podium) ||| (A man in a white suit; speaks; L:at a podium)","A poorly-dressed man is begging.","contradiction"
"(Three construction; having; a conversation) ||| (Three construction workers; are standing; outside)","Construction workers are playing pin the tail on the donkey.","contradiction"
"(Two women in dark pants; are working; with cloth) ||| (Two women in white shirts; are working; with cloth)","A woman in a black shirt working with needle and thread","contradiction"
"(Asian woman; holding; a bag) ||| (Asian woman; standing; on sidewalk)","A prostitute clutches her bag of money on the street corner.","neutral"
"(A group of construction workers; are working; L:along side of a train) ||| (construction workers; wearing; orange vests)","There are a group of people fixing a train","neutral"
"(a boy; holding; a red cup) ||| (a boy; holding; utensils) ||| (A girl in a bathrobe; stands; next to a boy) ||| (a bathrobe; holding; a plate of food)","The girl is sitting in bed with her dog.","contradiction"
"(A girl in black shorts; is touching together; a volleyball with both of her arms) ||| (A girl in a white top; is touching together; a volleyball with both of her arms)","The girl is eating a burger.","contradiction"
"(A bearded man; reading; a book) ||| (A bearded man; sits; in a chair)","A man is walking towards his newspaper.","contradiction"
"(A boy in an orange baseball cap; sits; in a grassy field next to a black ball) ||| (A boy in an orange shirt; sits; in a grassy field next to a black ball)","A boy is resting after playing.","neutral"
"(Two man; are wrestling; L:on a blue floor) ||| (Two man; are wrestling; L:on a yellow floor)","Two men wrestling in front of a large crowd.","neutral"
"(people; having; fun; L:at a get - together) ||| (A lot of people; mingling; )","A lone man stands by himself.","contradiction"
"(the air; doing; a ski jump) ||| (Somone; is; high in the air)","A human jumping","entailment"
"(A man with mustache; is standing; behind an array of soft drinks) ||| (A man with mustache; is standing; behind an array of cigarette) ||| (A man with black hair; is standing; behind an array of soft drinks) ||| (A man with black hair; is standing; behind an array of cigarette)","man looks for new cigarette","neutral"
"(blue jeans; is seated; by the road hitchhiking) ||| (the road hitchhiking; backdropped; by a field of a large green tree) ||| (the road hitchhiking; backdropped; by a field of flowers) ||| (A man in a white shirt; is seated; by the road hitchhiking)","Nobody is trying to get a ride.","contradiction"
"(a party nd; playing; games) ||| (three men; are; at a party nd)","men at home sleeping","contradiction"
"(Two dogs; holding; a orange toy between them) ||| (Two dogs; holding; a green toy between them)","The two angry dogs ran at one another.","contradiction"
"(A woman in black; walking; down the street; L:beside a man) ||| (A woman in green; walking; down the street; L:beside a man)","The couple was walking on a road.","entailment"
"(his daughter; are posing; for a picture in a brightly colored field of yellow flowers) ||| (A man; are posing; for a picture in a brightly colored field of yellow flowers)","Two people are outdoors surrounded by flowers.","entailment"
"(Two black dogs; are jumping; a fence) ||| (Two brown dogs; are jumping; a fence)","Dogs sleeping in sofa","contradiction"
"(child; looking; at a book) ||| (child; are; on the floor) ||| (A woman; looking; at a book) ||| (A woman; are; on the floor)","The man and his wife are reading at the library on a couch","contradiction"
