"Premises","Hypothesis","GoldLabel"
"(a ladder; tending; the leaves of a tree) ||| (An elderly man; stands; on a ladder)","The man is trimming the tree.","neutral"
"(her hair; standing; in front of a palm tree) ||| (A woman; wearing; a nice dress with one hand in her hair)","A man is on a bed","contradiction"
"(An waiting for his opponent; serves; the ball) ||| (An asian table tennis player; is eagerly watching; )","Two men compete in a ping-pong match.","neutral"
"(woman; enjoying; dinner at a party) ||| (A man; enjoying; dinner; T:at a party)","The couple are alone.","contradiction"
"(A group of back - facing baseball players; are hopping; down the field) ||| (A group of back - facing baseball players; are running; )","The baseball players are outdoors.","entailment"
"(A man in a pink tie; sleeps; L:on a park bench) ||| (A man in a jacket; sleeps; L:on a park bench)","A man is taking a nap.","neutral"
"(People; eating; McDonalds) ||| (People; sitting; on the street)","Two people are eating a meal.","entailment"
"(girl; make; a sand castle) ||| (boy; make; a sand castle)","Children playing with sand.","entailment"
"(three white dogs; running; through a watery field) ||| (three black dogs; running; through a watery field)","The dogs are lying on a carpet.","contradiction"
"(A child; uses; wires; on a wooden board) ||| (A child; uses; clamps; on a wooden board)","A child is using tools.","entailment"
"(A man; sings; ) ||| (A man; plays; a keyboard)","A boy skips down the street.","contradiction"
"(Six; having; a potato sack race) ||| (Six children; are wearing; burlap sacks)","Six children are sitting in a circle and listening to a story.","contradiction"
"(some; have; balloons) ||| (A group of children; are wearing; red vest)","There is only one child.","contradiction"
"(a room; practicing; a martial art) ||| (People; are; in a room)","People are in the middle of a martial arts class.","entailment"
"(a camera; throws; a Frisbee; to a brown dog) ||| (A seated woman with short hair; throws; a Frisbee; to a brown dog)","A woman throws a disc to a dog and gets ready to take a picture.","neutral"
"(A brunette woman; looking; down the road) ||| (A brunette woman; is standing; on the sidewalk)","The woman is lost in the city.","neutral"
"(A family; holding; frames; to their faces) ||| (A family; stands; for a picture)","A group of young women poses for a photo on the dance floor at a nightclub.","contradiction"
"(dark brown dog; are running; L:in the green grass) ||| (The light brown dog; are running; L:in the green grass)","Some puppies are running to catch a stick","neutral"
"(A farmer in boots; is gathering; stacks of hay; into bundles) ||| (A farmer in a blue jacket; is gathering; stacks of hay; into bundles)","A fire destroyed the hay.","contradiction"
"(the track; muzzled; ) ||| (The yellow greyhound; runs; L:along the track)","A sleeping dog lays motionless.","contradiction"
"(a purple helmet; rides; a bicycle; L:over a narrow bridge) ||| (A person with a blue backpack; rides; a bicycle; L:over a narrow bridge)","A person is riding a skateboard.","contradiction"
"(Two young girls; posing; for a holiday photo) ||| (Two young girls; wrapped; in tinsel)","The girls are getting a picture taken.","entailment"
"(A kid in a black hockey jersey; has just scored; a goal on a kid in a tan hockey jersey) ||| (A kid in a black hockey jersey; has just scored; a goal on a kid in a white hockey jersey) ||| (A kid in a blue hockey jersey; has just scored; a goal on a kid in a tan hockey jersey) ||| (A kid in a blue hockey jersey; has just scored; a goal on a kid in a white hockey jersey)","two young soccer players are playing soccer","contradiction"
"(woman; walking; past a record shop) ||| (a man; walking; past a record shop)","people are near a record shop","entailment"
"(a kitchen; holding; a small baby) ||| (A mother; stands; in a kitchen)","A mother is out day-drinking with a friend.","contradiction"
"(holding paddles; are; in a raft) ||| (Some children; wearing; life jackets)","A group of kids are rafting down a river.","neutral"
"(a coffee cup; resting; L:on the other swing) ||| (A woman; is; on a swing in the woods with a coffee cup)","A woman is waiting for a friend.","neutral"
"(Two women; looking; at a book) ||| (Two women; are sitting; in seats)","They are reading.","neutral"
"(A man in blue jeans; walking; across concrete) ||| (A man in a white shirt; walking; across concrete)","The man is outside","neutral"
"(A guy in black pants; is running; ) ||| (A guy in white shirt; is running; )","A man participating in a foot race.","neutral"
"(one man; are having; a friendly conversation in an office) ||| (Three women; are having; a friendly conversation in an office)","The people are indoors","entailment"
"(A man; leans; against a telephone booth next to bags of trash) ||| (A man; leans; against a telephone booth next to piles of trash)","the man is at home sleeping","contradiction"
"(Santa Clause with his red suit; is riding; in the carriage) ||| (Santa Clause with his white beard; is riding; in the carriage)","Mrs. Clause is sitting next to Santa Clause.","neutral"
"(a man; playing as well; singing) ||| (a man; playing as well; a white guitar)","The man is a musician.","entailment"
"(A man; points; his finger) ||| (A man; bicycles; down the street)","He is pointing to signal a turn.","neutral"
"(An Indian woman; is sitting; on the ground; L:amongst shrubbery) ||| (An Indian woman; is sitting; on the ground; L:amongst rocks) ||| (An Indian woman; is sitting; on the ground; L:amongst drawings)","A woman is wearing jeans and sitting on the ground","neutral"
"(orange jacket; walks; through the forest) ||| (Fat nerd with glasses; walks; through the forest)","A person walks through trees","entailment"
"(woman; walking; with their arms around each other) ||| (A man; walking; with their arms around each other)","Two people are walking.","entailment"
"(A teenager; screams; into a microphone) ||| (A teenager with a purple bandanna around his neck; plays; the electric guitar)","The teenager performs at a concert.","neutral"
"(a bench; reading; a newspaper) ||| (A woman; sits; on a bench)","The woman is standing in the bathroom.","contradiction"
"(three boys; are walking; into the water; L:on the beach) ||| (a father; are walking; into the water; L:on the beach)","The father is taking the boys to the ocean for the first time.","neutral"
"(a heart; left; L:in the sky; by a sky writer) ||| (Beach goers; look; at a heart)","A group of college students is on spring break.","neutral"
"(A white cat; looks; at the camera) ||| (A white cat; sits; on a concrete wall)","The cat is relaxing.","neutral"
"(a child; laying; on the ground) ||| (The women; is holding; a picture of a child)","The woman is bowling a perfect game.","contradiction"
"(A middle - aged man; is playing; the accordion) ||| (A middle - aged man; is sitting down; )","A man makes music.","entailment"
"(a man; stretches; L:In a tree) ||| (a tree; filled; T:park)","A man is outdoors.","entailment"
"(blue pants; is shaping; something in a forge on an anvil) ||| (An older man in a gray sweater; is shaping; something in a forge on an anvil)","The man is a sculptor.","neutral"
"(someone; wearing; pink sandals) ||| (A cat; sitting; beside someone)","Someone is sitting next to an animal.","entailment"
"(People; relaxing; clothing) ||| (People; hanging out; L:on the beach; L:in bathing suits)","There is a group of people in an office meeting.","contradiction"
"(A man with glasses; is holding; a crying baby; to his face) ||| (A man with a beard; is holding; a crying baby; to his face)","Trying to quiet the baby.","neutral"
"(a couch; pursing; her lips) ||| (Blond woman; lounging; L:on a couch)","A blond woman is about to be kissed by her boyfriend.","neutral"
"(A young boy in a blue shirt; walks; L:along an unpaved road) ||| (A young boy in black boots; walks; L:along an unpaved road)","A boy is walking home.","neutral"
"(A man with a red hat; is holding up; a sign) ||| (A man with a blue coat; is holding up; a sign)","A man wants people to see his sign.","entailment"
"(A man in a blue wetsuit; is; out on the ocean sailing on his surfboard) ||| (A man in a black wetsuit; is; out on the ocean sailing on his surfboard)","The man has traveled thousands of miles to a remote island in search of the perfect wave.","neutral"
"(White dog with collar; fenced; L:in grassy area) ||| (collar; running; L:in)","A dog runs through a fenced yard.","neutral"
"(Blond woman in black bicycle helmet; getting; on a ten speed bike) ||| (Blond woman in black cycling outfit; getting; on a ten speed bike)","A woman sleeping on the floor.","contradiction"
"(mud; surrounded; by pine trees) ||| (The vehicle; is driving; through mud)","The vehicle is sitting on the side of the road.","contradiction"
"(a car; carrying; a bouquet of flowers) ||| (A bride; coming; out of a car)","A woman is carrying flowers on her wedding day.","entailment"
"(they; have sprayed; for a picture) ||| (A group of friends; stand; in front of art)","The group of friends are sitting.","contradiction"
